reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
2.0 cl_p + h_c --> 2.0 cl_c + h_p	0.0	0.0	0.0	0.0
cl_e <=> cl_p	0.0	0.0	0.0	0.0
cmp_c + h2o_c --> csn_c + r5p_c	nan	nan	nan	0.0
cmp_e <=> cmp_p	0.0	0.0	0.0	0.0
co2_e <=> co2_p	0.0	0.0	0.0	0.0
co2_p <=> co2_c	0.0	0.0	0.0	0.0
atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c	nan	nan	nan	0.0
cobalt2_c + h_p --> cobalt2_p + h_c	0.0	0.0	0.0	0.0
cobalt2_e <=> cobalt2_p	0.0	0.0	0.0	0.0
cobalt2_p --> cobalt2_c	0.0	0.0	0.0	0.0
atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c	nan	nan	nan	0.0
colipa_p --> colipa_e	nan	nan	nan	0.0
2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c	nan	nan	nan	0.0
2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
cpgn_un_p + h_p --> cpgn_un_e + h_c	nan	nan	nan	0.0
cpgn_un_c + h_p --> cpgn_un_p + h_c	nan	nan	nan	0.0
atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c	nan	nan	nan	0.0
cpgn_un_e + fe3_e --> cpgn_e	nan	nan	nan	0.0
cpgn_e + h_p --> cpgn_p + h_c	nan	nan	nan	0.0
cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c	nan	nan	nan	0.0
2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c	nan	nan	nan	0.0
bbtcoa_c + crn_c <=> crncoa_c + gbbtn_c	nan	nan	nan	0.0
atp_c + coa_c + crn_c --> adp_c + crncoa_c + pi_c	nan	nan	nan	0.0
crncoa_c <=> crnDcoa_c	nan	nan	nan	0.0
crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c	nan	nan	nan	0.0
crncoa_c <=> ctbtcoa_c + h2o_c	nan	nan	nan	0.0
atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c	nan	nan	nan	0.0
atp_c + crn__D_p + h2o_c --> adp_c + crn__D_c + h_c + pi_c	nan	nan	nan	0.0
crn__D_p + h_p <=> crn__D_c + h_c	0.0	0.0	0.0	0.0
atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c	nan	nan	nan	0.0
crn_p + h_p <=> crn_c + h_c	0.0	0.0	0.0	0.0
crn_p + gbbtn_c --> crn_c + gbbtn_p	0.0	0.0	0.0	0.0
crn__D_c + crn_p --> crn__D_p + crn_c	0.0	0.0	0.0	0.0
crn_e <=> crn_p	0.0	0.0	0.0	0.0
accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c	nan	nan	nan	0.0
csn_c + h2o_c + h_c --> nh4_c + ura_c	nan	nan	nan	0.0
csn_p + h_p --> csn_c + h_c	0.0	0.0	0.0	0.0
csn_e <=> csn_p	0.0	0.0	0.0	0.0
atp_c + coa_c + ctbt_c --> adp_c + ctbtcoa_c + pi_c	nan	nan	nan	0.0
atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c	nan	nan	nan	0.0
ctbt_p + h_p <=> ctbt_c + h_c	nan	nan	nan	0.0
atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c	nan	nan	nan	0.0
4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p	nan	nan	nan	0.0
atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c	nan	nan	nan	0.0
atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c	nan	nan	nan	0.0
cu2_e <=> cu2_p	0.0	0.0	0.0	0.0
cu2_p --> cu2_c	0.0	0.0	0.0	0.0
cu_c + h_e --> cu_e + h_c	nan	nan	nan	0.0
cu_e <=> cu_p	nan	nan	nan	0.0
cyan_c + tsul_c --> h_c + so3_c + tcynt_c	nan	nan	nan	0.0
cyan_p + tsul_p --> h_p + so3_p + tcynt_p	nan	nan	nan	0.0
cyan_e <=> cyan_p	0.0	0.0	0.0	0.0
cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c	nan	nan	nan	0.0
cynt_p + h_p --> cynt_c + h_c	0.0	0.0	0.0	0.0
cynt_e <=> cynt_p	0.0	0.0	0.0	0.0
cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c	nan	nan	nan	0.0
cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c	nan	nan	nan	0.0
atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c	nan	nan	nan	0.0
cys__D_e <=> cys__D_p	0.0	0.0	0.0	0.0
acser_c + h2s_c --> ac_c + cys__L_c + h_c	nan	nan	nan	0.0
3sala_c + 2.0 h_c --> ala__L_c + so2_c	nan	nan	nan	0.0
cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c	nan	nan	nan	0.0
atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c	nan	nan	nan	0.0
atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c	nan	nan	nan	0.0
atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c	nan	nan	nan	0.0
cys__L_e <=> cys__L_p	0.0	0.0	0.0	0.0
cys__L_c --> cys__L_p	0.0	0.0	0.0	0.0
2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c	nan	nan	nan	0.0
2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c	nan	nan	nan	0.0
4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c	nan	nan	nan	0.0
cytd_c + h2o_c + h_c --> nh4_c + uri_c	nan	nan	nan	0.0
cytd_c + h2o_c --> csn_c + rib__D_c	nan	nan	nan	0.0
cytd_c + gtp_c --> cmp_c + gdp_c + h_c	24.4401503703	-15.7714871419	-15.7714871419	1.11098227219
cytd_p + h_p --> cytd_c + h_c	0.0	0.0	0.0	0.0
cytd_p + h_p <=> cytd_c + h_c	0.0	0.0	0.0	0.0
cytd_e <=> cytd_p	0.0	0.0	0.0	0.0
atp_c + cmp_c <=> adp_c + cdp_c	-44.7646961518	-2.05184128277	-2.05184128277	0.698011490678
atp_c + dcmp_c <=> adp_c + dcdp_c	-44.7646961518	-2.03893652651	-2.03893652651	0.698011490678
ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c	nan	nan	nan	0.0
dad_2_c + h2o_c + h_c --> din_c + nh4_c	nan	nan	nan	0.0
atp_c + damp_c <=> adp_c + dadp_c	-44.7646961518	-2.17559564222	-2.17559564222	0.698011490678
dad_2_p + h_p --> dad_2_c + h_c	0.0	0.0	0.0	0.0
dad_2_e <=> dad_2_p	0.0	0.0	0.0	0.0
12dgr120_c + atp_c --> adp_c + h_c + pa120_c	nan	nan	nan	0.0
12dgr140_c + atp_c --> adp_c + h_c + pa140_c	nan	nan	nan	0.0
12dgr141_c + atp_c --> adp_c + h_c + pa141_c	nan	nan	nan	0.0
12dgr160_c + atp_c --> adp_c + h_c + pa160_c	nan	nan	nan	0.0
12dgr161_c + atp_c --> adp_c + h_c + pa161_c	nan	nan	nan	0.0
12dgr180_c + atp_c --> adp_c + h_c + pa180_c	nan	nan	nan	0.0
12dgr181_c + atp_c --> adp_c + h_c + pa181_c	nan	nan	nan	0.0
ala__D_p + h_p --> ala__D_c + h_c	0.0	0.0	0.0	0.0
ala__D_e <=> ala__D_p	0.0	0.0	0.0	0.0
damp_e <=> damp_p	0.0	0.0	0.0	0.0
23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c	nan	nan	nan	0.0
26dap__M_c + h_c --> co2_c + lys__L_c	nan	nan	nan	0.0
26dap_LL_c <=> 26dap__M_c	0.0	0.0	0.0	0.0
26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c	nan	nan	nan	0.0
15dap_e <=> 15dap_p	0.0	0.0	0.0	0.0
ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c	nan	nan	nan	0.0
datp_c + h2o_c + h_c --> ditp_c + nh4_c	nan	nan	nan	0.0
ru5p__D_c --> db4p_c + for_c + h_c	nan	nan	nan	0.0
atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c	nan	nan	nan	0.0
dca_e <=> dca_p	0.0	0.0	0.0	0.0
dcmp_e <=> dcmp_p	0.0	0.0	0.0	0.0
dctp_c + h2o_c + h_c --> dutp_c + nh4_c	nan	nan	nan	0.0
dcyt_c + h2o_c + h_c --> duri_c + nh4_c	nan	nan	nan	0.0
dcyt_p + h_p --> dcyt_c + h_c	0.0	0.0	0.0	0.0
dcyt_e <=> dcyt_p	0.0	0.0	0.0	0.0
ddca_e --> ddca_p	0.0	0.0	0.0	0.0
2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c	24.4401503703	-18.2838112175	-18.2838112175	1.11098227219
2ddglcn_p + h_p <=> 2ddglcn_c + h_c	0.0	0.0	0.0	0.0
2ddglcn_e <=> 2ddglcn_p	0.0	0.0	0.0	0.0
2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c	24.4401503703	-18.2838112175	-18.2838112175	1.11098227219
e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c	nan	nan	nan	0.0
2dh3dgal6p_c <=> g3p_c + pyr_c	5.43149067749	7.87495479289	-9.23988274183	1.50486603949
atp_c + dgmp_c <=> adp_c + dgdp_c	-44.7646961518	-1.98856646996	-1.98856646996	0.698011490678
dgmp_e <=> dgmp_p	0.0	0.0	0.0	0.0
dgsn_p + h_p --> dgsn_c + h_c	0.0	0.0	0.0	0.0
dgsn_e <=> dgsn_p	0.0	0.0	0.0	0.0
23dhmb_c --> 3mob_c + h2o_c	nan	nan	nan	0.0
23dhmp_c --> 3mop_c + h2o_c	nan	nan	nan	0.0
dha_c + pep_c --> dhap_c + pyr_c	-44.9599878709	-42.5695920244	-42.5695920244	1.78536504717
dha_e <=> dha_p	0.0	0.0	0.0	0.0
dha_p <=> dha_c	0.0	0.0	0.0	0.0
23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c	18.3462359938	-25.196455015	-25.196455015	11.3940388399
23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c	nan	nan	nan	0.0
23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c	nan	nan	nan	0.0
cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c	18.3462359938	-25.2286795467	-25.2286795467	11.3940388399
dhcinnm_c + o2_c --> h_c + hkntd_c	nan	nan	nan	0.0
23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c	-65.4713524024	-19.5082856059	-19.5082856059	6.9654500416
aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c	nan	nan	nan	0.0
dhf_c + h_c + nadph_c <=> nadp_c + thf_c	-66.2464594118	-20.7835997544	-20.7835997544	3.23882935178
atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c	nan	nan	nan	0.0
dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c	nan	nan	nan	0.0
dhnpt_c --> 6hmhpt_c + gcald_c	8.29532924847	8.29706405998	-8.81777347474	3.63469736915
dhor__S_c + q8_c --> orot_c + q8h2_c	nan	nan	nan	0.0
dhor__S_c + mqn8_c --> mql8_c + orot_c	nan	nan	nan	0.0
dhor__S_c + h2o_c <=> cbasp_c + h_c	nan	nan	nan	0.0
cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c	18.3462359938	-25.2333351721	-25.2333351721	11.3940388399
25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c	nan	nan	nan	0.0
4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c	nan	nan	nan	0.0
dhptd_c --> h2o_c + hmfurn_c	nan	nan	nan	0.0
ahdt_c <=> dhmptp_c	nan	nan	nan	0.0
2dda7p_c --> 3dhq_c + pi_c	nan	nan	nan	0.0
3dhq_c --> 3dhsk_c + h2o_c	nan	nan	nan	0.0
dimp_e <=> dimp_p	0.0	0.0	0.0	0.0
din_p + h_p --> din_c + h_c	0.0	0.0	0.0	0.0
din_e <=> din_p	0.0	0.0	0.0	0.0
25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c	nan	nan	nan	0.0
25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c	-65.5091535624	-21.9945086384	-21.9945086384	0.566822681812
25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c	-65.5091535624	-19.5511721735	-19.5511721735	0.566822681812
dkmpp_c + h2o_c + o2_c --> 2kmb_c + for_c + 2.0 h_c + pi_c	nan	nan	nan	0.0
dkmpp_c + 3.0 h2o_c + 2.0 nad_c --> 2kmb_c + for_c + 4.0 h_c + 2.0 nadh_c + pi_c	nan	nan	nan	0.0
dmpp_c + ipdp_c --> grdp_c + ppi_c	nan	nan	nan	0.0
h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c	nan	nan	nan	0.0
2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c	nan	nan	nan	0.0
dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c	nan	nan	nan	0.0
dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c	nan	nan	nan	0.0
2dmmql8_c + dmso_c --> 2dmmq8_c + dms_c + h2o_c	nan	nan	nan	0.0
2dmmql8_c + dmso_p --> 2dmmq8_c + dms_p + h2o_p	nan	nan	nan	0.0
dmso_e <=> dmso_p	0.0	0.0	0.0	0.0
dms_e <=> dms_p	0.0	0.0	0.0	0.0
4hba_c -->	241.185570429	-92.2947200082	-75.1798824735	4.9555094631
5drib_c -->	nan	nan	nan	0.0
aacald_c -->	156.687275915	-92.2829055016	-75.1680679669	2.65518058996
hmfurn_c -->	nan	nan	nan	0.0
oxam_c -->	524.833118784	442.069849324	459.184686859	4.24354930577
dhpmp_c + h2o_c --> dhnpt_c + pi_c	nan	nan	nan	0.0
ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c	nan	nan	nan	0.0
23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c	-65.5091535624	-22.0016475707	-22.0016475707	0.566822681812
dopa_e <=> dopa_p	0.0	0.0	0.0	0.0
atp_c + dpcoa_c --> adp_c + coa_c + h_c	31.8946004261	-13.0320305981	-13.0320305981	1.84468499367
2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c	-65.5091535624	-19.5466492049	-19.5466492049	0.566822681812
2dr5p_c --> acald_c + g3p_c	-1.4535141327	-1.49829309389	-18.6131306286	3.29734156071
dsbard_p + q8_c --> dsbaox_p + q8h2_c	nan	nan	nan	0.0
dsbard_p + mqn8_c --> dsbaox_p + mql8_c	nan	nan	nan	0.0
dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p	nan	nan	nan	0.0
dsbdox_c + trdrd_c --> dsbdrd_c + trdox_c	nan	nan	nan	0.0
dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p	nan	nan	nan	0.0
nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c	67.9864380503	19.6219647889	19.6219647889	0.963789276767
h_p + ser__D_p --> h_c + ser__D_c	0.0	0.0	0.0	0.0
ser__D_e <=> ser__D_p	0.0	0.0	0.0	0.0
atp_c + dtmp_c <=> adp_c + dtdp_c	-44.7646961518	-2.94216451432	-2.94216451432	0.698011490678
dtmp_e <=> dtmp_p	0.0	0.0	0.0	0.0
dump_e <=> dump_p	0.0	0.0	0.0	0.0
atp_c + duri_c --> adp_c + dump_c + h_c	24.4401503703	-16.5813716546	-16.5813716546	1.11098227219
duri_c + pi_c <=> 2dr1p_c + ura_c	nan	nan	nan	0.0
duri_p + h_p --> duri_c + h_c	0.0	0.0	0.0	0.0
duri_e <=> duri_p	0.0	0.0	0.0	0.0
dutp_c + h2o_c --> dump_c + h_c + ppi_c	nan	nan	nan	0.0
dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c	-67.0915385147	-21.1322623553	-21.1322623553	1.57092820519
g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c	nan	nan	nan	0.0
atp_c + dxyl_c --> adp_c + dxyl5p_c + h_c	24.4401503703	-15.8693561475	-15.8693561475	1.11098227219
h_p + lac__D_p <=> h_c + lac__D_c	0.0	0.0	0.0	0.0
lac__D_e <=> lac__D_p	0.0	0.0	0.0	0.0
e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c	nan	nan	nan	0.0
h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c	nan	nan	nan	0.0
h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c	nan	nan	nan	0.0
h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c	nan	nan	nan	0.0
h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c	nan	nan	nan	0.0
h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c	nan	nan	nan	0.0
h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c	nan	nan	nan	0.0
h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c	nan	nan	nan	0.0
h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c	nan	nan	nan	0.0
h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c	nan	nan	nan	0.0
h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c	nan	nan	nan	0.0
h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c	nan	nan	nan	0.0
h_c + nadph_c + tpalm2eACP_c --> nadp_c + palmACP_c	nan	nan	nan	0.0
h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c	nan	nan	nan	0.0
h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c	nan	nan	nan	0.0
h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c	nan	nan	nan	0.0
h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c	nan	nan	nan	0.0
h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c	nan	nan	nan	0.0
h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c	nan	nan	nan	0.0
but2eACP_c + h_c + nadh_c --> butACP_c + nad_c	nan	nan	nan	0.0
but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c	nan	nan	nan	0.0
h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c	nan	nan	nan	0.0
h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c	nan	nan	nan	0.0
h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c	nan	nan	nan	0.0
h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c	nan	nan	nan	0.0
eca4colipa_p --> eca4colipa_e	nan	nan	nan	0.0
colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p	nan	nan	nan	0.0
2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p	nan	nan	nan	0.0
eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p	nan	nan	nan	0.0
eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p	nan	nan	nan	0.0
unagamuf_c --> unagamuf_p	0.0	0.0	0.0	0.0
3hbcoa_c <=> b2coa_c + h2o_c	nan	nan	nan	0.0
3hhcoa_c <=> h2o_c + hx2coa_c	nan	nan	nan	0.0
3hocoa_c <=> h2o_c + oc2coa_c	nan	nan	nan	0.0
3hdcoa_c <=> dc2coa_c + h2o_c	nan	nan	nan	0.0
3hddcoa_c <=> dd2coa_c + h2o_c	nan	nan	nan	0.0
3htdcoa_c <=> h2o_c + td2coa_c	nan	nan	nan	0.0
3hhdcoa_c <=> h2o_c + hdd2coa_c	nan	nan	nan	0.0
3hodcoa_c <=> h2o_c + od2coa_c	nan	nan	nan	0.0
2ddg6p_c --> g3p_c + pyr_c	5.43149067749	7.87495479289	-9.23988274183	1.50486603949
6pgc_c --> 2ddg6p_c + h2o_c	nan	nan	nan	0.0
ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c	nan	nan	nan	0.0
kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c	nan	nan	nan	0.0
hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c	nan	nan	nan	0.0
kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c	nan	nan	nan	0.0
enlipa_p --> enlipa_e	nan	nan	nan	0.0
2pg_c <=> h2o_c + pep_c	nan	nan	nan	0.0
3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c	-6709.36195979	-7097.52504576	-7114.63988329	1175978.39099
enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c	nan	nan	nan	0.0
feenter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + fe3_c + 3.0 h_c	nan	nan	nan	0.0
etha_c --> acald_c + nh4_c	nan	nan	nan	0.0
etha_p + h_p --> etha_c + h_c	0.0	0.0	0.0	0.0
etha_e <=> etha_p	0.0	0.0	0.0	0.0
atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c	nan	nan	nan	0.0
ethso3_e <=> ethso3_p	nan	nan	nan	0.0
etoh_p + h_p <=> etoh_c + h_c	0.0	0.0	0.0	0.0
etoh_e <=> etoh_p	0.0	0.0	0.0	0.0
12ppd__R_e -->	332.181784241	-1.3197265668	15.7951109679	1.89831255141
12ppd__S_e -->	332.181784241	-1.3197265668	15.7951109679	1.89831255141
14glucan_e -->	nan	nan	nan	0.0
15dap_e -->	35.6121298349	-628.939560888	-611.824723353	5.79098997195
23camp_e -->	801.332511703	343.389316548	360.504154083	6.9828198071
23ccmp_e -->	1124.88059252	666.988924748	684.103762283	9.89258333773
23cgmp_e -->	1025.50002177	567.65770033	584.772537865	195996.398609
23cump_e -->	1342.76742487	928.648579444	945.763416979	10.2118247659
23dappa_e -->	348.376885336	15.4331233868	32.5479609216	6.06787166813
26dap__M_e -->	685.554113761	101.964375682	119.079213217	4.80029853896
2ddglcn_e -->	926.73773563	552.160698335	569.27553587	2.15325454732
34dhpac_e -->	397.297042312	63.8298561334	80.9446936681	7.5233516106
3amp_e -->	1031.6008032	533.8483951	550.963232635	5.02195692344
3cmp_e -->	1355.14888402	857.443228394	874.558065929	7.91183231705
3gmp_e -->	1255.76831327	758.099822799	775.214660334	195996.398568
3hcinnm_e -->	324.561822108	33.3999243607	50.5147618955	5.80405852902
3hpppn_e -->	404.784148712	30.2440399852	47.3588775199	5.16629032584
3ump_e -->	1573.03571637	1119.51752354	1136.63236107	8.03815690298
4abut_e -->	360.361941139	-14.8181003389	2.2967371958	2.91398040252
4hoxpacd_e -->	194.144647399	-139.336594216	-122.221756681	5.32574987413
5dglcn_e -->	1085.95358375	711.383429531	728.498267066	2.6408631561
LalaDgluMdapDala_e -->	nan	nan	nan	0.0
LalaDgluMdap_e -->	nan	nan	nan	0.0
ac_e -->	357.459022669	233.011339857	250.126177391	1.61725292143
acac_e -->	465.146396162	257.321029225	274.435866759	1.86444702969
acald_e -->	139.854685267	-26.8960701368	-9.78123260209	1.34118166875
acgal1p_e -->	1722.4019504	1141.34299506	1158.4578326	4.77015384527
acgal_e -->	888.627919987	263.395270753	280.510108288	3.92558771667
acgam1p_e -->	1722.4019504	1141.34299506	1158.4578326	4.77015384527
acgam_e -->	888.627919987	263.395270753	280.510108288	3.92558771667
acmana_e -->	888.627919987	263.395270753	280.510108288	3.92558771667
acmum_e -->	1149.56604958	399.85180585	416.966643385	5.07303425266
acnam_e -->	1357.49280644	607.772510717	624.887348252	5.22691808444
acolipa_e -->	nan	nan	nan	0.0
acser_e -->	664.295102953	289.262522714	306.377360249	4.07264769108
ade_e -->	-308.891855616	-517.270134892	-500.155297358	5.37903459193
adn_e -->	197.82677279	-344.097929562	-326.983092027	5.05709949364
adocbl_e -->	nan	nan	nan	0.0
ag_e -->	nan	nan	nan	0.0
agm_e -->	-51.0474016457	-715.598135261	-698.483297726	10.6369021938
akg_e -->	792.799125935	628.497116971	645.611954506	2.98092979247
ala_B_e -->	367.326777228	75.517981843	92.6328193777	2.75803923306
ala__D_e -->	364.645039417	72.8524835732	89.9673211079	2.59959693248
ala__L_e -->	364.645039417	72.8524835732	89.9673211079	2.59959693248
alaala_e -->	492.572739774	-7.65862644954	9.45621108518	5.168651603
all__D_e -->	915.597411188	415.34546752	432.460305055	2.17681994587
alltn_e -->	391.944517874	142.636607371	159.751444905	12.1437024379
amp_e -->	1039.05525326	541.357792285	558.47262982	4.70263215648
anhgm_e -->	nan	nan	nan	0.0
arab__L_e -->	759.751418806	342.874845499	359.989683033	2.32950342638
arbtn_e -->	nan	nan	nan	0.0
arbtn_fe3_e -->	1625.83642023	257.622735888	274.737573423	391992.797662
arg__L_e -->	273.923590317	-350.749988326	-333.635150791	10.2443407642
ascb__L_e -->	nan	nan	nan	0.0
asn__L_e -->	525.054299443	191.573075726	208.687913261	5.21317565567
aso3_e -->	nan	nan	nan	0.0
asp__L_e -->	692.297769191	442.821604619	459.936442154	2.94378267981
but_e -->	343.529350491	52.3353479791	69.4501855139	1.99164799704
butso3_e -->	nan	nan	nan	0.0
ca2_e <=>	nan	nan	nan	0.0
cbi_e -->	nan	nan	nan	0.0
cbl1_e <=>	nan	nan	nan	0.0
cd2_e -->	nan	nan	nan	0.0
cgly_e -->	485.904114261	69.079306643	86.1941441777	6.88769147394
chol_e -->	115.480623498	-467.534941228	-450.420103693	138590.382706
cit_e -->	1161.75957584	958.838553806	975.953391341	3.90449327181
cl_e <=>	nan	nan	nan	0.0
cmp_e -->	1362.60333407	864.961138321	882.075975856	7.71150919347
co2_e <=>	nan	nan	nan	0.0
cobalt2_e <=>	nan	nan	nan	0.0
colipa_e -->	nan	nan	nan	0.0
cpgn_e -->	nan	nan	nan	0.0
cpgn_un_e -->	nan	nan	nan	0.0
crn_e -->	438.295049904	-187.017804531	-169.902966996	138590.382702
csn_e -->	14.6562251994	-193.543684388	-176.428846853	7.15928718916
cu2_e <=>	nan	nan	nan	0.0
cu_e -->	nan	nan	nan	0.0
cyan_e -->	nan	nan	nan	0.0
cynt_e -->	nan	nan	nan	0.0
cys__D_e -->	348.329840005	56.5729203596	73.6877578944	6.18690449792
cys__L_e -->	348.329840005	56.5729203596	73.6877578944	6.18690449792
cytd_e -->	521.374853605	-20.4615834354	-3.3467459007	7.73708079952
dad_2_e -->	27.5614942642	-514.36287632	-497.248038786	5.57152944719
