reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c	nan	nan	nan	0.0
metsox_R__L_e <=> metsox_R__L_p	nan	nan	nan	0.0
metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c	nan	nan	nan	0.0
metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c	nan	nan	nan	0.0
atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c	nan	nan	nan	0.0
met__L_e <=> met__L_p	0.0	0.0	0.0	0.0
2.0 h_c + mg2_p <=> 2.0 h_p + mg2_c	0.0	0.0	0.0	0.0
mg2_e <=> mg2_p	0.0	0.0	0.0	0.0
mg2_p --> mg2_c	0.0	0.0	0.0	0.0
atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c	nan	nan	nan	0.0
dhap_c --> mthgxl_c + pi_c	nan	nan	nan	0.0
h2o_c + mi1p__D_c --> inost_c + pi_c	nan	nan	nan	0.0
2mcacn_c + h2o_c --> micit_c	nan	nan	nan	0.0
minohp_e --> minohp_p	0.0	0.0	0.0	0.0
h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p	nan	nan	nan	0.0
h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p	nan	nan	nan	0.0
h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p	nan	nan	nan	0.0
h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p	nan	nan	nan	0.0
h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p	nan	nan	nan	0.0
h2o_p + murein3px3p_p --> murein3p3p_p	nan	nan	nan	0.0
h2o_p + murein5px3p_p --> murein5p3p_p	nan	nan	nan	0.0
h2o_c + malttr_c --> glc__D_c + malt_c	nan	nan	nan	0.0
h2o_c + maltttr_c --> glc__D_c + malttr_c	nan	nan	nan	0.0
h2o_c + maltpt_c --> glc__D_c + maltttr_c	nan	nan	nan	0.0
h2o_c + malthx_c --> glc__D_c + maltpt_c	nan	nan	nan	0.0
h2o_c + malthp_c --> glc__D_c + malthx_c	nan	nan	nan	0.0
murein4p4p_p --> 2.0 anhgm4p_p	nan	nan	nan	0.0
murein4p3p_p --> anhgm3p_p + anhgm4p_p	nan	nan	nan	0.0
murein3p3p_p --> 2.0 anhgm3p_p	nan	nan	nan	0.0
murein4px4p4p_p --> anhgm4p_p + murein4px4p_p	nan	nan	nan	0.0
maltpt_c + pi_c <=> g1p_c + maltttr_c	nan	nan	nan	0.0
malthx_c + pi_c <=> g1p_c + maltpt_c	nan	nan	nan	0.0
malthp_c + pi_c <=> g1p_c + malthx_c	nan	nan	nan	0.0
h_c + mmcoa__S_c --> co2_c + ppcoa_c	nan	nan	nan	0.0
mmcoa__R_c <=> mmcoa__S_c	0.0	0.0	0.0	0.0
h_p + mmet_p --> h_c + mmet_c	0.0	0.0	0.0	0.0
mmet_e <=> mmet_p	0.0	0.0	0.0	0.0
succoa_c --> mmcoa__R_c	2.68173781072	2.68173781072	2.68173781072	1.85680825459
h_p + mn2_c --> h_c + mn2_p	0.0	0.0	0.0	0.0
mn2_p --> mn2_c	0.0	0.0	0.0	0.0
h2o_c + man6p_c --> man_c + pi_c	nan	nan	nan	0.0
mnl_p + pep_c --> mnl1p_c + pyr_c	-44.9599878709	-42.6604452265	-42.6604452265	1.78536504717
mnl_e <=> mnl_p	0.0	0.0	0.0	0.0
mana_c --> 2ddglcn_c + h2o_c	nan	nan	nan	0.0
h_p + mn2_p --> h_c + mn2_c	0.0	0.0	0.0	0.0
mn2_e <=> mn2_p	0.0	0.0	0.0	0.0
ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c	-202.308622405	-249.614594187	-249.614594187	138590.382579
ckdo_c + kdolipid4_c --> cmp_c + h_c + kdo2lipid4_c	-194.854172349	-243.391566593	-243.391566593	138590.382562
ckdo_c + phphhlipa_c --> cmp_c + h_c + kphphhlipa_c	nan	nan	nan	0.0
atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c	nan	nan	nan	0.0
mobd_e <=> mobd_p	0.0	0.0	0.0	0.0
3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c	nan	nan	nan	0.0
2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c	nan	nan	nan	0.0
murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c	nan	nan	nan	0.0
atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c	nan	nan	nan	0.0
mso3_e <=> mso3_p	0.0	0.0	0.0	0.0
5mta_c + h2o_c --> 5mtr_c + ade_c	nan	nan	nan	0.0
h2o_c + methf_c <=> 10fthf_c + h_c	nan	nan	nan	0.0
mlthf_c + nadp_c <=> methf_c + nadph_c	9.08985721751	5.04782212749	5.04782212749	4.83857276028
2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c	-20.6842189961	22.7432888658	22.7432888658	11.5299352629
5mdr1p_c <=> 5mdru1p_c	-5.76730895057	-5.76519817807	-5.76519817807	2.36696113986
5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c	31.8946004261	-8.33186438456	-8.33186438456	1.84468499367
Nmtrp_c + h2o_c + o2_c --> fald_c + h2o2_c + trp__L_c	nan	nan	nan	0.0
n2o_e <=> n2o_p	0.0	0.0	0.0	0.0
n2o_p <=> n2o_c	0.0	0.0	0.0	0.0
acg5sa_c + h2o_c --> ac_c + glu5sa_c	nan	nan	nan	0.0
nac_e <=> nac_p	0.0	0.0	0.0	0.0
nac_p --> nac_c	0.0	0.0	0.0	0.0
h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c	nan	nan	nan	0.0
h_c + mqn8_c + nadh_c --> mql8_c + nad_c	nan	nan	nan	0.0
4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c	nan	nan	nan	0.0
4.0 h_c + mqn8_c + nadh_c --> 3.0 h_p + mql8_c + nad_c	nan	nan	nan	0.0
2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_p + nad_c	nan	nan	nan	0.0
h_c + nadh_c + q8_c --> nad_c + q8h2_c	nan	nan	nan	0.0
2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c	nan	nan	nan	0.0
atp_c + nad_c --> adp_c + h_c + nadp_c	31.8946004261	-10.6981623776	-10.6981623776	1.84468499367
h2o_c + nad_c --> adprib_c + h_c + ncam_c	nan	nan	nan	0.0
h_c + nadph_c + q8_c --> nadp_c + q8h2_c	nan	nan	nan	0.0
h_c + mqn8_c + nadph_c --> mql8_c + nadp_c	nan	nan	nan	0.0
2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c	nan	nan	nan	0.0
h2o_c + nadp_c --> nad_c + pi_c	nan	nan	nan	0.0
atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c	nan	nan	nan	0.0
nad_c + nadph_c --> nadh_c + nadp_c	0.0	2.44333646491	2.44333646491	0.0
atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c	nan	nan	nan	0.0
3.0 h_p + 2.0 na1_c --> 3.0 h_c + 2.0 na1_p	0.0	0.0	0.0	0.0
2.0 h_p + na1_c --> 2.0 h_c + na1_p	0.0	0.0	0.0	0.0
h_p + na1_c --> h_c + na1_p	0.0	0.0	0.0	0.0
na1_e <=> na1_p	0.0	0.0	0.0	0.0
atp_c + gdp_c <=> adp_c + gtp_c	0.0	0.0214470286891	0.0214470286891	0.0
atp_c + udp_c <=> adp_c + utp_c	0.0	-1.05391490461	-1.05391490461	0.0
atp_c + cdp_c <=> adp_c + ctp_c	0.0	-0.0292910780383	-0.0292910780383	0.0
atp_c + dtdp_c <=> adp_c + dttp_c	0.0	-1.00320068714	-1.00320068714	0.0
atp_c + dgdp_c <=> adp_c + dgtp_c	0.0	0.0285983085952	0.0285983085952	0.0
atp_c + dudp_c <=> adp_c + dutp_c	0.0	-0.967956587736	-0.967956587736	0.0
atp_c + dcdp_c <=> adp_c + dctp_c	0.0	0.0182591115637	0.0182591115637	0.0
atp_c + dadp_c <=> adp_c + datp_c	0.0	7.95771060211e-05	7.95771060211e-05	0.0
nh4_e <=> nh4_p	0.0	0.0	0.0	0.0
nh4_p <=> nh4_c	0.0	0.0	0.0	0.0
h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c	nan	nan	nan	0.0
atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c	nan	nan	nan	0.0
h_p + ni2_c --> h_c + ni2_p	0.0	0.0	0.0	0.0
ni2_e <=> ni2_p	0.0	0.0	0.0	0.0
ni2_p --> ni2_c	0.0	0.0	0.0	0.0
atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c	nan	nan	nan	0.0
atp_c + h_c + nmn_c --> nad_c + ppi_c	nan	nan	nan	0.0
h2o_c + nmn_c --> nh4_c + nicrnt_c	nan	nan	nan	0.0
h2o_c + nmn_c --> h_c + ncam_c + r5p_c	nan	nan	nan	0.0
nmn_p --> nmn_c	0.0	0.0	0.0	0.0
h2o_c + nmn_p --> h_c + ncam_c + r5p_c	nan	nan	nan	0.0
nmn_e <=> nmn_p	0.0	0.0	0.0	0.0
h2o_c + ncam_c --> nac_c + nh4_c	nan	nan	nan	0.0
atp_c + h_c + nicrnt_c <=> dnad_c + ppi_c	nan	nan	nan	0.0
dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c	41.3391158079	-0.633158736725	-0.633158736725	7.64541305052
2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c	nan	nan	nan	0.0
h_p + no2_p <=> h_c + no2_c	0.0	0.0	0.0	0.0
no2_e <=> no2_p	0.0	0.0	0.0	0.0
no3_p + q8h2_c --> h2o_p + no2_p + q8_c	nan	nan	nan	0.0
2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c	nan	nan	nan	0.0
mql8_c + no3_p --> h2o_p + mqn8_c + no2_p	nan	nan	nan	0.0
2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c	nan	nan	nan	0.0
no2_c + no3_p --> no2_p + no3_c	0.0	0.0	0.0	0.0
no3_e <=> no3_p	0.0	0.0	0.0	0.0
nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c	nan	nan	nan	0.0
nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c	nan	nan	nan	0.0
no_e <=> no_p	0.0	0.0	0.0	0.0
no_p <=> no_c	0.0	0.0	0.0	0.0
sbzcoa_c --> coa_c + dhna_c	-106.661915854	-101.845682303	-118.960519837	15.5048406825
dump_c + h2o_c --> duri_c + pi_c	nan	nan	nan	0.0
h2o_c + xmp_c --> pi_c + xtsn_c	nan	nan	nan	0.0
h2o_p + xmp_p --> pi_p + xtsn_p	nan	nan	nan	0.0
h2o_c + imp_c --> ins_c + pi_c	nan	nan	nan	0.0
h2o_p + imp_p --> ins_p + pi_p	nan	nan	nan	0.0
dimp_c + h2o_c --> din_c + pi_c	nan	nan	nan	0.0
dimp_p + h2o_p --> din_p + pi_p	nan	nan	nan	0.0
dump_p + h2o_p --> duri_p + pi_p	nan	nan	nan	0.0
h2o_c + ump_c --> pi_c + uri_c	nan	nan	nan	0.0
h2o_p + ump_p --> pi_p + uri_p	nan	nan	nan	0.0
dcmp_c + h2o_c --> dcyt_c + pi_c	nan	nan	nan	0.0
dcmp_p + h2o_p --> dcyt_p + pi_p	nan	nan	nan	0.0
cmp_c + h2o_c --> cytd_c + pi_c	nan	nan	nan	0.0
cmp_p + h2o_p --> cytd_p + pi_p	nan	nan	nan	0.0
dtmp_c + h2o_c --> pi_c + thymd_c	nan	nan	nan	0.0
dtmp_p + h2o_p --> pi_p + thymd_p	nan	nan	nan	0.0
damp_c + h2o_c --> dad_2_c + pi_c	nan	nan	nan	0.0
damp_p + h2o_p --> dad_2_p + pi_p	nan	nan	nan	0.0
amp_c + h2o_c --> adn_c + pi_c	nan	nan	nan	0.0
amp_p + h2o_p --> adn_p + pi_p	nan	nan	nan	0.0
dgmp_c + h2o_c --> dgsn_c + pi_c	nan	nan	nan	0.0
dgmp_p + h2o_p --> dgsn_p + pi_p	nan	nan	nan	0.0
gmp_c + h2o_c --> gsn_c + pi_c	nan	nan	nan	0.0
gmp_p + h2o_p --> gsn_p + pi_p	nan	nan	nan	0.0
atp_c + h2o_c --> adp_c + h_c + pi_c	nan	nan	nan	0.0
h2o_c + itp_c --> h_c + idp_c + pi_c	nan	nan	nan	0.0
ditp_c + h2o_c --> didp_c + h_c + pi_c	nan	nan	nan	0.0
h2o_c + xtp_c --> h_c + pi_c + xdp_c	nan	nan	nan	0.0
gtp_c + h2o_c --> gdp_c + h_c + pi_c	nan	nan	nan	0.0
gtp_p + h2o_p --> gdp_p + h_p + pi_p	nan	nan	nan	0.0
ctp_c + h2o_c --> cdp_c + h_c + pi_c	nan	nan	nan	0.0
dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c	nan	nan	nan	0.0
ditp_c + h2o_c --> dimp_c + h_c + ppi_c	nan	nan	nan	0.0
h2o_c + xtp_c --> h_c + ppi_c + xmp_c	nan	nan	nan	0.0
gtp_c + h2o_c --> gmp_c + h_c + ppi_c	nan	nan	nan	0.0
dctp_c + h2o_c --> dcmp_c + h_c + ppi_c	nan	nan	nan	0.0
ctp_c + h2o_c --> cmp_c + h_c + ppi_c	nan	nan	nan	0.0
datp_c + h2o_c --> damp_c + h_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c --> amp_c + h_c + ppi_c	nan	nan	nan	0.0
dttp_c + h2o_c --> dtmp_c + h_c + ppi_c	nan	nan	nan	0.0
h2o_c + utp_c --> h_c + ppi_c + ump_c	nan	nan	nan	0.0
h2o_c + itp_c --> h_c + imp_c + ppi_c	nan	nan	nan	0.0
dgtp_c + h2o_c --> dgsn_c + pppi_c	nan	nan	nan	0.0
gtp_c + h2o_c --> gsn_c + pppi_c	nan	nan	nan	0.0
5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c	nan	nan	nan	0.0
2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c	nan	nan	nan	0.0
2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p	nan	nan	nan	0.0
o16a4colipa_p --> o16a4colipa_e	nan	nan	nan	0.0
colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p	nan	nan	nan	0.0
2.0 o16aund_p --> h_p + o16a2und_p + udcpdp_p	nan	nan	nan	0.0
o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p	nan	nan	nan	0.0
o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p	nan	nan	nan	0.0
accoa_c + ragund_c --> aragund_c + coa_c	nan	nan	nan	0.0
o16aund_c --> o16aund_p	nan	nan	nan	0.0
garagund_c + udpgalfur_c --> gfgaragund_c + h_c + udp_c	nan	nan	nan	0.0
aragund_c + udpg_c --> garagund_c + h_c + udp_c	nan	nan	nan	0.0
gfgaragund_c + udpg_c --> h_c + o16aund_c + udp_c	nan	nan	nan	0.0
o2s_e <=> o2s_p	0.0	0.0	0.0	0.0
o2_e <=> o2_p	0.0	0.0	0.0	0.0
o2_p <=> o2_c	0.0	0.0	0.0	0.0
h_c + oaa_c --> co2_c + pyr_c	nan	nan	nan	0.0
2obut_c + coa_c --> for_c + ppcoa_c	nan	nan	nan	0.0
cbp_c + orn_c <=> citr__L_c + h_c + pi_c	nan	nan	nan	0.0
ocdca_e --> ocdca_p	0.0	0.0	0.0	0.0
ocdcea_e --> ocdcea_p	0.0	0.0	0.0	0.0
octa_e <=> octa_p	0.0	0.0	0.0	0.0
frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c	nan	nan	nan	0.0
odecoa_c --> od2coa_c	nan	nan	nan	0.0
glu__L_c + ohpb_c <=> akg_c + phthr_c	0.0	0.941041585557	0.941041585557	0.0
2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c	29.2357781041	-11.8062624557	-11.8062624557	195996.39861
2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c	nan	nan	nan	0.0
3c4mop_c + h_c --> 4mop_c + co2_c	nan	nan	nan	0.0
2ommbl_c + 0.5 o2_c --> 2omhmbl_c	nan	nan	nan	0.0
2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c	nan	nan	nan	0.0
h_c + orot5p_c --> co2_c + ump_c	nan	nan	nan	0.0
2omph_c + 0.5 o2_c --> 2ombzl_c	nan	nan	nan	0.0
2omph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ombzl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c	nan	nan	nan	0.0
h2o_c + op4en_c --> 4h2opntn_c	nan	nan	nan	0.0
3ophb_c + h_c --> 2oph_c + co2_c	nan	nan	nan	0.0
2oph_c + 0.5 o2_c --> 2ohph_c	nan	nan	nan	0.0
2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c	nan	nan	nan	0.0
h_c + orn_c --> co2_c + ptrc_c	nan	nan	nan	0.0
atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c	nan	nan	nan	0.0
orn_e <=> orn_p	0.0	0.0	0.0	0.0
2.0 h_p + orot_p --> 2.0 h_c + orot_c	0.0	0.0	0.0	0.0
orot_e <=> orot_p	0.0	0.0	0.0	0.0
orot5p_c + ppi_c <=> orot_c + prpp_c	nan	nan	nan	0.0
oxur_c + pi_c --> cbp_c + oxam_c	nan	nan	nan	0.0
akg_c + h_c + thmpp_c --> co2_c + ssaltpp_c	nan	nan	nan	0.0
1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c	nan	nan	nan	0.0
1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c	-138.181248468	-49.8089872721	-49.8089872721	13.3948351043
atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c	nan	nan	nan	0.0
h_p + pacald_p <=> h_c + pacald_c	0.0	0.0	0.0	0.0
pacald_e <=> pacald_p	0.0	0.0	0.0	0.0
atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c	nan	nan	nan	0.0
ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c	nan	nan	nan	0.0
h2o_c + pa120_c --> 12dgr120_c + pi_c	nan	nan	nan	0.0
h2o_p + pa120_p --> 12dgr120_p + pi_p	nan	nan	nan	0.0
h2o_c + pa140_c --> 12dgr140_c + pi_c	nan	nan	nan	0.0
h2o_p + pa140_p --> 12dgr140_p + pi_p	nan	nan	nan	0.0
h2o_c + pa141_c --> 12dgr141_c + pi_c	nan	nan	nan	0.0
h2o_p + pa141_p --> 12dgr141_p + pi_p	nan	nan	nan	0.0
h2o_c + pa160_c --> 12dgr160_c + pi_c	nan	nan	nan	0.0
h2o_p + pa160_p --> 12dgr160_p + pi_p	nan	nan	nan	0.0
h2o_c + pa161_c --> 12dgr161_c + pi_c	nan	nan	nan	0.0
h2o_p + pa161_p --> 12dgr161_p + pi_p	nan	nan	nan	0.0
h2o_c + pa180_c --> 12dgr180_c + pi_c	nan	nan	nan	0.0
h2o_p + pa180_p --> 12dgr180_p + pi_p	nan	nan	nan	0.0
h2o_c + pa181_c --> 12dgr181_c + pi_c	nan	nan	nan	0.0
h2o_p + pa181_p --> 12dgr181_p + pi_p	nan	nan	nan	0.0
udcpp_c + ugmda_c --> uagmda_c + ump_c	0.0	-2.15910694822	-2.15910694822	0.0
paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c	nan	nan	nan	0.0
grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c	nan	nan	nan	0.0
camp_c + h2o_c --> amp_c + h_c	nan	nan	nan	0.0
coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c	nan	nan	nan	0.0
nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c	67.9864380503	23.3984427199	23.3984427199	0.963789276767
o2_c + pdx5p_c --> h2o2_c + pydx5p_c	nan	nan	nan	0.0
dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c	nan	nan	nan	0.0
h2o_c + pdx5p_c --> pi_c + pydxn_c	nan	nan	nan	0.0
atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c	nan	nan	nan	0.0
h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p	nan	nan	nan	0.0
peamn_e <=> peamn_p	0.0	0.0	0.0	0.0
4per_c + nad_c <=> h_c + nadh_c + ohpb_c	65.5091535624	22.0232211418	22.0232211418	0.566822681812
lipa_p + pe161_p --> 12dgr161_p + enlipa_p	nan	nan	nan	0.0
lipa_p + pe181_p --> 12dgr181_p + enlipa_p	nan	nan	nan	0.0
atp_c + f6p_c --> adp_c + fdp_c + h_c	24.4401503703	-20.5729363855	-20.5729363855	1.11098227219
atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c	24.4401503703	-20.5729363855	-20.5729363855	1.11098227219
coa_c + pyr_c --> accoa_c + for_c	nan	nan	nan	0.0
atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c	nan	nan	nan	0.0
gam1p_c <=> gam6p_c	-7.45445005582	-7.78336103491	-7.78336103491	1.54799758574
3pg_c + nad_c --> 3php_c + h_c + nadh_c	65.5091535624	22.0386256547	22.0386256547	0.566822681812
g6p_c <=> f6p_c	0.636058378937	0.628195479998	0.628195479998	0.891234087714
3pg_c + atp_c <=> 13dpg_c + adp_c	15.2589000028	14.9886613008	14.9886613008	1.50994960569
6pgl_c + h2o_c --> 6pgc_c + h_c	nan	nan	nan	0.0
2pglyc_c + h2o_c --> glyclt_c + pi_c	nan	nan	nan	0.0
2pg_c <=> 3pg_c	-4.80827053225	-4.87800039383	-4.87800039383	1.06777007953
g1p_c <=> g6p_c	-7.45445005582	-7.46182060595	-7.46182060595	1.54799758574
atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c	nan	nan	nan	0.0
atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c	nan	nan	nan	0.0
h2o_c + pgp120_c --> pg120_c + pi_c	nan	nan	nan	0.0
h2o_p + pgp120_p --> pg120_p + pi_p	nan	nan	nan	0.0
h2o_c + pgp140_c --> pg140_c + pi_c	nan	nan	nan	0.0
h2o_p + pgp140_p --> pg140_p + pi_p	nan	nan	nan	0.0
h2o_c + pgp141_c --> pg141_c + pi_c	nan	nan	nan	0.0
h2o_p + pgp141_p --> pg141_p + pi_p	nan	nan	nan	0.0
h2o_c + pgp160_c --> pg160_c + pi_c	nan	nan	nan	0.0
h2o_p + pgp160_p --> pg160_p + pi_p	nan	nan	nan	0.0
h2o_c + pgp161_c --> pg161_c + pi_c	nan	nan	nan	0.0
h2o_p + pgp161_p --> pg161_p + pi_p	nan	nan	nan	0.0
h2o_c + pgp180_c --> pg180_c + pi_c	nan	nan	nan	0.0
h2o_p + pgp180_p --> pg180_p + pi_p	nan	nan	nan	0.0
h2o_c + pgp181_c --> pg181_c + pi_c	nan	nan	nan	0.0
h2o_p + pgp181_p --> pg181_p + pi_p	nan	nan	nan	0.0
cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c	nan	nan	nan	0.0
cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c	nan	nan	nan	0.0
cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c	nan	nan	nan	0.0
cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c	nan	nan	nan	0.0
cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c	nan	nan	nan	0.0
cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c	nan	nan	nan	0.0
cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c	nan	nan	nan	0.0
atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c	nan	nan	nan	0.0
pheme_p --> pheme_e	0.0	0.0	0.0	0.0
akg_c + phe__L_c <=> glu__L_c + phpyr_c	0.0	1.21517083398	1.21517083398	0.0
atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c	nan	nan	nan	0.0
h_p + phe__L_p <=> h_c + phe__L_c	0.0	0.0	0.0	0.0
phe__L_e <=> phe__L_p	0.0	0.0	0.0	0.0
6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p	nan	nan	nan	0.0
h_p + pi_p <=> h_c + pi_c	0.0	0.0	0.0	0.0
pi_e <=> pi_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c	nan	nan	nan	0.0
