cid,dG0_f
C15665,     nan
C15666,-1301.88
C15667,-1508.86
C15668,  141.18
C15669,     nan
C15670,     nan
C15672,     nan
C15673,-1091.01
C15674,  269.88
C15675,  130.64
C15676, -714.87
C15677,     nan
C15678,-1482.52
C15679,-1918.31
C15680,-1301.10
C15681,-1029.58
C15682,-1086.65
C15683, -572.11
C15684, -415.02
C15685, -309.71
C15686,-1146.02
C15687, -628.83
C15688, -193.69
C15689, -124.29
C15690,-1139.91
C15691,-1591.90
C15692,-1614.68
C15693,  125.80
C15694, -332.30
C15695,     nan
C15696,   -5.17
C15697,-1681.58
C15698,-1688.55
C15699, -491.19
C15700, -591.37
C15701, -629.38
C15702,-1094.32
C15703,-1103.96
C15704, -891.16
C15705, -900.81
C15706, -813.55
C15707, -813.55
C15708, -813.55
C15709, -870.62
C15710,-1140.43
C15711,     nan
C15712,  -74.27
C15713, -842.87
C15714, -386.20
C15715, -379.24
C15716, -292.05
C15717,-1663.83
C15718,     nan
C15719,-1034.03
C15720,  291.49
C15721, -533.55
C15722, -550.76
C15723, -958.06
C15724, -832.78
C15725, -831.99
C15726,-1207.85
C15727, -705.52
C15728, -740.67
C15729, -797.74
C15730, -854.81
C15731, -854.81
C15732, -911.87
C15733, -347.72
C15734, -463.30
C15735, -353.38
C15736, -346.42
C15737, -346.42
C15738, -462.06
C15739, -508.40
C15740, -775.64
C15741, -769.41
C15742,-1272.69
C15743,-1856.03
C15744,-1926.93
C15745,-1931.84
C15746,-1646.76
C15747,-1651.66
C15748,-1674.08
C15749,-1678.99
C15750,-1596.21
C15751, -546.27
C15752,     nan
C15753, -403.98
C15754, -546.27
C15755, -870.02
C15756, -856.35
C15757, -768.67
C15758, -798.97
C15759, -693.75
C15760, -977.05
C15761,-1238.25
C15762,-1040.64
C15763,-1003.51
C15764,-1020.72
C15765, -421.41
C15766,-1276.50
C15767, -808.98
C15768,-1169.66
C15769, -399.25
C15770, -307.27
C15771, -510.42
C15772, -971.44
C15773,     nan
C15774,     nan
C15775,     nan
C15776,  141.01
C15777,  146.57
C15778,  177.33
C15780,  177.33
C15781,  146.57
C15782,  152.07
C15783,  182.83
C15784,   68.82
C15785,   92.10
C15786,   61.34
C15787,   38.06
C15788, -132.20
C15789, -108.92
C15790, -268.14
C15791, -427.35
C15792, -404.07
C15793, -427.35
C15794, -597.62
C15795,  -90.39
C15796,  -67.11
C15797,  -97.87
C15798, -121.15
C15799, -280.37
C15800, -257.09
C15801, -280.37
C15802, -450.64
C15803, -620.90
C15804,     nan
C15805,     nan
C15806,     nan
C15807,     nan
C15808, -193.67
C15809, -316.58
C15810,     nan
C15811,     nan
C15812,     nan
C15813,     nan
C15814,     nan
C15815,     nan
C15816,  153.19
C15817,     nan
C15818, -356.14
C15819,     nan
C15820,     nan
C15821,-1604.43
C15822,-1618.36
C15823,     nan
C15824,-1848.54
C15825,     nan
C15826,     nan
C15827,     nan
C15828,     nan
C15829,     nan
C15830,     nan
C15831,     nan
C15834,-1115.39
C15835,     nan
C15838,     nan
C15839,     nan
C15840,     nan
C15841,     nan
C15842, -604.38
C15844,-1934.77
C15845,     nan
C15846, -654.18
C15847,-1609.62
C15848,     nan
C15849,     nan
C15850,-1082.03
C15851,     nan
C15852,     nan
C15853,   56.49
C15854,     nan
C15855,     nan
C15856,     nan
C15857, 1114.25
C15858, 1274.70
C15859,  824.82
C15860,  905.04
C15861,  164.84
C15862,     nan
C15863,     nan
C15864,     nan
C15865,     nan
C15866,     nan
C15867, 1354.92
C15868,     nan
C15869,     nan
C15870, 1032.80
C15871,     nan
C15872,     nan
C15873,     nan
C15874, 1113.03
C15875,     nan
C15876,     nan
C15877, 1174.29
C15878,  932.40
C15879, 1012.62
C15880,     nan
C15881, 1073.89
C15882,  -67.11
C15883,  -66.32
C15884,  952.27
C15885,  830.65
C15886, 1094.07
C15887,  852.18
C15888,  913.44
C15889,     nan
C15890,     nan
C15891,     nan
C15892,  952.58
C15893,     nan
C15894,     nan
C15895, 1013.85
C15897,     nan
C15898, 1032.80
C15899,     nan
C15900, 1094.07
C15901,     nan
C15902,  852.18
C15903,  972.45
C15904,     nan
C15905,  730.56
C15906,     nan
C15907,  990.42
C15908, 1205.31
C15910, 1129.02
C15911,  963.41
C15912,     nan
C15913,     nan
C15914,  303.43
C15915,   64.65
C15916,     nan
C15917,     nan
C15918,     nan
C15919,  575.56
C15920,     nan
C15921,     nan
C15922,     nan
C15923, -915.60
C15924,-1749.37
C15925,-2827.58
C15926,-1749.37
C15927,-1235.30
C15928,  428.57
C15929,     nan
C15930,-1123.55
C15931,     nan
C15932,  405.29
C15933,  745.82
C15935,  350.22
C15936,     nan
C15937,  179.96
C15938,     nan
C15940,  236.09
C15941,   65.82
C15942,  -81.16
C15943, 1135.91
C15944,     nan
C15945,     nan
C15946,     nan
C15947,     nan
C15948,     nan
C15949,     nan
C15952,  -52.91
C15954,  -38.98
C15955,  -25.05
C15956, -209.25
C15957, -195.32
C15958, -181.39
C15959, -936.69
C15960,     nan
C15961,     nan
C15962,     nan
C15963, -922.76
C15964, -908.83
C15965,  541.48
C15966,  541.48
C15967,  394.49
C15968,  371.21
C15969, -810.16
C15970,-1113.54
C15971, -549.95
C15972,     nan
C15973,     nan
C15974,-1697.07
C15975,     nan
C15976,-1704.04
C15977,     nan
C15978,-1697.07
C15979,     nan
C15980,-3195.29
C15981,  744.44
C15982,  -73.81
C15983, -244.07
C15984,-1006.34
C15985,     nan
C15986, -340.69
C15987, -324.00
C15988, -564.45
C15989,-1400.87
C15990,-5148.01
C15991,-5148.01
C15992,     nan
C15995,     nan
C15996,  115.49
C15997, -538.62
C15998,     nan
C15999,     nan
C16000,     nan
C16001,-3080.38
C16002,     nan
C16003,     nan
C16004,     nan
C16005,     nan
C16006,     nan
C16007,     nan
C16008, -733.72
C16009,     nan
C16010,     nan
C16011,     nan
C16012,     nan
C16013,     nan
C16014,  170.00
C16015,  -43.55
C16016,     nan
C16017,     nan
C16018,     nan
C16019,     nan
C16020,     nan
C16021,     nan
C16022,     nan
C16023,     nan
C16024,     nan
C16025,     nan
C16027,     nan
C16028,  161.36
C16029,     nan
C16030,     nan
C16031,     nan
C16032,     nan
C16033,     nan
C16034,     nan
C16035,     nan
C16036,     nan
C16037,     nan
C16038,  459.61
C16039,     nan
C16040,     nan
C16041,     nan
C16042,     nan
C16043,     nan
C16044,     nan
C16045,     nan
C16046,     nan
C16047,     nan
C16048,     nan
C16049,     nan
C16050,     nan
C16051,     nan
C16052,     nan
C16053,     nan
C16054,     nan
C16055,     nan
C16056,     nan
C16057,     nan
C16058,     nan
C16059,     nan
C16060,     nan
C16061,     nan
C16062,     nan
C16063,     nan
C16064,     nan
C16065,     nan
C16066,     nan
C16067,     nan
C16068,     nan
C16069,-1261.04
C16070,-2099.11
C16071,-1106.23
C16072,     nan
C16074,  183.75
C16075,  168.16
C16076,     nan
C16077,     nan
C16078,     nan
C16079,     nan
C16080,     nan
C16081,     nan
C16082,     nan
C16084,     nan
C16085,     nan
C16086,     nan
C16087,     nan
C16088,     nan
C16089,     nan
C16090,     nan
C16091,     nan
C16092,     nan
C16093,     nan
C16094,     nan
C16095,     nan
C16096,     nan
C16097, -484.29
C16098, -314.63
C16099,     nan
C16100,     nan
C16101,     nan
C16102,     nan
C16103,     nan
C16104,     nan
C16105,     nan
C16106,     nan
C16107,     nan
C16108,     nan
C16109,     nan
C16110,     nan
C16111,     nan
C16112,     nan
C16113,     nan
C16114,     nan
C16115,     nan
C16116,     nan
C16117,     nan
C16118,     nan
C16119,     nan
C16120,     nan
C16121,     nan
C16122,     nan
C16123,     nan
C16124,     nan
C16125,     nan
C16126,     nan
C16127,     nan
C16128,     nan
C16129,     nan
C16130,     nan
C16131,     nan
C16132,     nan
C16133,     nan
C16134,     nan
C16135,     nan
C16136,     nan
C16137,     nan
C16138, -301.36
C16139,     nan
C16140,     nan
C16141,  153.84
C16142,  136.44
C16143,  -33.55
C16144,  726.22
C16145,  966.89
C16146,  632.27
C16147,  -60.98
C16148, -110.31
C16149, -569.89
C16150,  193.23
C16151,  -20.37
C16152, -852.62
C16153,-2841.29
C16154,-2922.46
C16155,-2965.72
C16156,  -30.29
C16157,   50.89
C16158,     nan
C16159, -778.55
C16160,     nan
C16161,     nan
C16162,-2866.76
C16163,-2786.54
C16164,-2772.61
C16165,-2692.39
C16166,-2678.46
C16167,-2664.53
C16168,-2584.30
C16169,-2598.23
C16170,-2758.68
C16171,-2744.75
C16172,-2664.53
C16173,-2678.46
C16174,     nan
C16175,     nan
C16176,     nan
C16178,     nan
C16179,-2852.83
C16180,-2933.05
C16181, -246.32
C16182, -392.88
C16184,  203.99
C16185,  298.14
C16186,-1593.22
C16187, -691.26
C16188, -497.10
C16189,     nan
C16190, -635.09
C16191,-1470.13
C16192,-1673.28
C16193,-1306.69
C16194,-1306.69
C16195,-1198.13
C16196, -955.48
C16197,-1668.34
C16198,-1196.72
C16199,-1176.22
C16200,     nan
C16201, -549.18
C16202, -549.18
C16203,  -53.39
C16204, -107.91
C16205,  -95.49
C16206, -107.91
C16207,  -48.93
C16208, -102.97
C16209, -365.17
C16210, -349.15
C16211,  248.07
C16212, -328.65
C16213, -197.97
C16214,     nan
C16215, -549.17
C16216,-3229.04
C16217,-3266.64
C16218,-3027.21
C16219,     nan
C16220,     nan
C16221,     nan
C16222,-1465.19
C16223,-1252.66
C16224,-1722.88
C16225, -520.99
C16226, -499.39
C16227, -863.54
C16228, -863.54
C16229, -731.92
C16230, -901.69
C16231,-1918.44
C16232, -672.92
C16233, -843.18
C16234, -219.71
C16235, -177.01
C16236,     nan
C16237,     nan
C16238,   63.84
C16239,     nan
C16240,     nan
C16241, -259.85
C16242,     nan
C16243,     nan
C16244,-2346.99
C16245,-1083.48
C16246,  -48.16
C16247,  118.43
C16248, -262.72
C16249, -704.84
C16250,   25.50
C16251, -121.15
C16252, -249.61
C16253, -226.33
C16254,     nan
C16255,     nan
C16256,-2982.82
C16257,-3222.25
C16258, -492.78
C16259,-1201.47
C16260, -785.51
C16261,-1494.20
C16262, -219.46
C16263, -479.18
C16264, -676.75
C16265,-1589.86
C16266, -487.23
C16267, -328.51
C16268,-3189.91
C16269,     nan
C16270,  915.79
C16271,  255.81
C16272, -610.43
C16273,-3471.84
C16274,  632.92
C16275, -386.55
C16276,  970.68
C16277,  972.45
C16278,  670.21
C16279,  764.47
C16280,  903.06
C16281,     nan
C16282,  347.93
C16283,     nan
C16284,  177.67
C16285,  160.71
C16286,  -88.99
C16287, -701.44
C16288,-1958.05
C16289,-2161.20
C16290,-2364.35
C16291,  778.51
C16292,-2561.29
C16293,-2556.35
C16294,-2764.44
C16295,-2759.50
C16296,-2754.56
C16297,-1717.36
C16298,-1228.23
C16299,-2524.41
C16300,   74.87
C16301,-1901.59
C16302,-6638.10
C16303,-3156.22
C16304,-2617.90
C16305,-1689.26
C16306,-1892.41
C16307,-2095.56
C16308, -542.21
C16309, -324.60
C16310,  -30.27
C16311, -324.60
C16312,-2147.69
C16313,-2460.51
C16314,-2864.00
C16315,-1767.94
C16316, -164.57
C16317, -334.14
C16318, -306.14
C16319,  -39.57
C16320,  -39.57
C16321,     nan
C16322, -425.72
C16323,   69.34
C16324, -187.54
C16325, -254.79
C16326, -164.57
C16327,-3153.76
C16328,-3073.54
C16329,-3312.97
C16330,-3275.38
C16331,-3167.69
C16332,-3087.47
C16333,-3326.90
C16334,-3289.31
C16335,-3181.62
C16336,-3101.40
C16337,-3340.83
C16338,-3303.23
C16339,-3195.55
C16340,  997.32
C16341,     nan
C16342, -164.57
C16343,  205.28
C16344,  -12.32
C16345, -445.94
C16346, -164.57
C16347,  587.79
C16348,  -70.65
C16349,-2207.45
C16350,-2054.20
C16351,-2257.35
C16352, -603.41
C16353,  -55.35
C16354,-3176.81
C16355, -258.51
C16356, -201.71
C16357,  -55.35
C16358,  122.63
C16359, -258.51
C16360, -201.71
C16361, -144.92
C16362, -244.11
C16363, -146.01
C16364, -112.61
C16365,   87.23
C16366,   68.05
C16367,-1922.18
C16368,-1491.15
C16369,-1719.03
C16370,-1719.03
C16371,-2433.67
C16372,-2257.35
C16373,-2540.15
C16374,-2504.08
C16375,-2743.52
C16376,-2705.92
C16386,  193.23
C16387,-2584.30
C16388,-2823.74
C16389,-2786.14
C16390, -818.62
C16391,  106.61
C16392,  149.31
C16393,  149.31
C16394,  125.49
C16395,  125.49
C16396,  144.38
C16397,  144.38
C16398,  129.64
C16399,  187.08
C16400,  163.26
C16401, -490.40
C16402,  192.01
C16403,  168.19
C16404, -191.02
C16405, -592.38
C16406,-1288.46
C16407,-1110.48
C16408,-1313.63
C16409,-1595.03
C16410,-1798.18
C16411,     nan
C16412,     nan
C16413,     nan
C16414,  -34.96
C16415, -663.31
C16416, -286.55
C16417, -281.61
C16418, -775.13
C16419, -464.82
C16420,  -14.11
C16421,     nan
C16422,-1587.44
C16423,-1617.57
C16424,-2679.57
C16426,-1813.90
C16427,  -62.24
C16428,-2836.66
C16429,-1970.99
C16430,-1060.56
C16431, -219.33
C16432, -374.27
C16433, -692.30
C16434, -341.07
C16435, -289.01
C16436, -348.03
C16438, -525.05
C16439, -341.07
C16440, -360.58
C16441,-1060.56
C16442,     nan
C16443, -377.07
C16444,  290.42
C16445,-1136.85
C16446,  227.32
C16447, -295.62
C16448, -460.54
C16449, -219.33
C16450,  154.46
C16451,     nan
C16452,     nan
C16453,     nan
C16454,     nan
C16455,     nan
C16456,     nan
C16457,     nan
C16458,     nan
C16459,     nan
C16460,     nan
C16461, -143.80
C16462, -220.09
C16463,-2022.06
C16464,-3081.49
C16465,-3005.21
C16466,-3212.76
C16467,     nan
C16468,-3024.85
C16469,-3264.29
C16470,-3105.07
C16471,-3226.69
C16472, -465.81
C16473, -465.81
C16474, -503.00
C16475, -503.00
C16476, -538.90
C16477,     nan
C16478, -617.25
C16479, -617.25
C16480, -617.25
C16481, -617.25
C16482, -562.53
C16483, -282.62
C16484, -227.90
C16485, -262.66
C16486,     nan
C16487,     nan
C16488,-1045.75
C16489,-1886.98
C16490,-1892.41
C16491,-1537.56
C16492,-1393.37
C16493, -257.58
C16494, -423.19
C16495, -582.40
C16496, -752.67
C16497, -559.12
C16498, -399.91
C16499, -909.76
C16500,-1075.36
C16501,     nan
C16502,  -30.00
C16503,   -2.00
C16504, -209.78
C16505, -403.11
C16506, -431.12
C16507,-1239.53
C16508, -338.87
C16509, -174.69
C16510,     nan
C16511,-1109.01
C16512, -229.80
C16513,  182.95
C16514,     nan
C16515,     nan
C16516,  324.24
C16517, -425.49
C16518,  -39.08
C16519,-1211.17
C16520,     nan
C16521,  160.17
C16522,    8.58
C16523,-1430.63
C16524,-1589.84
C16525,  -71.65
C16526, -151.87
C16527,  102.73
C16528,-3079.57
C16529,-3065.64
C16530,-3013.28
C16531,-2999.35
C16532,-2985.42
C16533,  -57.72
C16534,   22.50
C16535, -239.06
C16536, -172.76
C16537, -266.92
C16538, -745.33
C16540,     nan
C16541,     nan
C16542, -367.32
C16543,  -96.93
C16544,  231.91
C16545,     nan
C16546,  343.68
C16547,  140.53
C16548,  307.31
C16549,  184.46
C16550,     nan
C16551,     nan
C16552,  -52.29
C16553,     nan
C16554,     nan
C16555,     nan
C16556,     nan
C16557,     nan
C16558,     nan
C16559,     nan
C16560, -146.15
C16561,    2.59
C16562, -673.45
C16563,-1371.26
C16564,-1257.12
C16565,   -2.15
C16566, -699.95
C16567,-1397.75
C16568,-1309.15
C16569,  -40.74
C16570,  -68.57
C16571, -200.04
C16572, -200.56
C16573, -154.18
C16574, -154.18
C16575,   57.07
C16576,     nan
C16577,     nan
C16578,     nan
C16579, -912.90
C16581,     nan
C16582,    2.60
C16583,-1147.83
C16584,  -34.95
C16586,   -5.15
C16587,   34.92
C16588, -778.87
C16589, -771.90
C16590, -439.65
C16591, -182.68
C16592,   96.40
C16593, -306.32
C16594, -586.50
C16595,   20.67
C16596,   -8.83
C16597,-1141.44
C16598,-1140.87
C16600,-1134.47
C16601,   84.97
C16602,   84.97
C16603, -118.18
C16604,  153.91
C16605,  148.16
C16606, -165.58
C16607,     nan
C16608,   78.46
C16609,   42.09
C16610, -275.69
C16611,  -91.20
C16612,  -58.09
C16613,     nan
C16614,  324.18
C16615,-1023.76
C16616,     nan
C16617,     nan
C16618,     nan
C16619,     nan
C16620,-1066.66
C16621,  201.24
C16622, -311.92
C16623, -325.39
C16624, -279.56
C16625, -600.25
C16626,  275.86
C16627,  247.10
C16628,  116.64
C16629,  118.77
C16630, -261.19
C16631, -461.99
C16632, -362.62
C16633, -917.03
C16634,-1758.26
C16635, -542.06
C16636,     nan
C16637,-1434.55
C16638,     nan
C16639, -757.86
C16640, -227.06
C16641,  -15.42
C16643,     nan
C16644, -586.71
C16645,-2919.12
C16647, -276.55
C16648, -231.30
C16649, -472.20
C16650, -470.08
C16651, -472.20
C16652, -434.61
C16653, -236.70
C16654, -232.77
C16655, -434.61
C16656, -155.02
C16657, -654.57
C16658, -647.61
C16659,  330.78
C16660,  390.73
C16661,   40.77
C16662,    4.41
C16663,     nan
C16664,     nan
C16665, -264.23
C16666, -299.14
C16667, -602.43
C16669,     nan
C16671, -142.11
C16672, -601.70
C16673, -518.09
C16674, -599.27
C16675,   40.93
C16676,     nan
C16677, -134.02
C16678, -110.73
C16679, -120.84
C16680,  -15.64
C16681,  253.85
C16682,  213.78
C16683,   66.79
C16684,     nan
C16685,     nan
C16687,-6865.06
C16688,-2419.49
C16689,-1604.14
C16690,     nan
C16691,     nan
C16692,-1240.85
C16693,     nan
C16694, -154.99
C16695,  731.52
C16696,   42.35
C16697,  -84.91
C16698,-1990.79
C16699,-2174.85
C16700, -404.26
C16701, -315.04
C16702, -310.10
C16703,     nan
C16704, -440.15
C16705, -435.21
C16706, -187.18
C16707, -707.72
C16708,     nan
C16709,     nan
C16710, -785.45
C16711,     nan
C16712, -721.78
C16713,     nan
C16714,     nan
C16715, -300.90
C16716, -170.23
C16717,     nan
C16718,     nan
C16719,  -40.38
C16720,     nan
C16721, -300.30
C16722,     nan
C16723, -893.39
C16724, -702.87
C16725, -690.24
C16726,  271.46
C16727,  211.61
C16728,   73.24
C16729,     nan
C16730,     nan
C16731,     nan
C16732,     nan
C16733,     nan
C16734,     nan
C16735,  249.63
C16736,     nan
C16737, -924.26
C16738,     nan
C16739,     nan
C16740,     nan
C16741, -519.80
C16742, -519.80
C16743,-1356.22
C16744, -738.47
C16745, -739.26
C16746, -367.19
C16747, -474.25
C16748, -446.82
C16749,-1598.93
C16750, -857.29
C16751, -857.29
C16752,-1306.78
C16753, -459.10
C16754, -585.67
C16755, -548.10
C16756, -591.31
C16757,     nan
C16758,     nan
C16759, -232.83
C16760, -464.55
C16761,     nan
C16762,-1680.00
C16763,     nan
C16764,     nan
C16765, -657.53
C16766, -141.77
C16767,-1304.20
C16768,     nan
C16769,     nan
C16770,     nan
C16771,     nan
C16772, -122.47
C16773, -175.02
C16774, -177.32
C16775,  234.69
C16776,  217.29
C16777,   51.65
C16778, -487.71
C16779,  296.32
C16780, -243.91
C16781, -550.52
C16782,  129.03
C16783, -522.21
C16784,-1520.23
C16785, -967.86
C16786, -686.03
C16787, -415.58
C16788, -316.52
C16789,     nan
C16790, -517.75
C16791,     nan
C16792, -342.19
C16793, -305.05
C16794, -236.38
C16795, -196.24
C16796, -657.59
C16797,-2513.91
C16798,-2513.91
C16799,-1900.86
C16800,-1743.77
C16801,-1743.77
C16802,-1933.12
C16803,-1934.98
C16804, -463.68
C16805,  166.61
C16806,  301.46
C16807,  587.29
C16808,-1435.35
C16809,-1010.26
C16810,   61.07
C16811, -257.08
C16812, -233.51
C16813,  -51.74
C16814,  155.92
C16815,   65.20
C16816,     nan
C16817,     nan
C16818,   62.97
C16819, -189.94
C16820,-1676.67
C16821, -266.89
C16822, -260.80
C16823,  509.56
C16825, -243.82
C16826,-1604.14
C16827,-1017.81
C16828, -471.59
C16829,  143.39
C16830,     nan
C16831, -122.34
C16832,     nan
C16833,-3077.19
C16834, -159.04
C16835, -242.94
C16836, -124.27
C16837, -205.77
C16838, -360.60
C16839, -979.52
C16840,  541.13
C16841, -783.34
C16842,-1060.05
C16843, -609.75
C16844,     nan
C16845,     nan
C16846,  271.46
C16847,-1567.66
C16848,-1554.97
C16849,-1252.82
C16850, -776.83
C16852,-1111.74
C16855,     nan
C16856,     nan
C16857,-1186.50
C16858,   31.52
C16859,-1205.87
C16860,  373.46
C16861,-1120.31
C16868,-1054.33
C16873,   78.02
C16874, -908.63
C16880, -174.49
C16884, -641.52
C16885,-1521.26
C16886,-1521.27
C16887,-1967.89
C16888,-1967.90
C16889, -457.50
C16890, -626.29
C16891,    3.65
C16893,  269.03
C16894,  315.92
C16895,  285.70
C16896, -255.82
C16903,  595.00
C16906,  358.29
C16908,   -9.54
C16909,  -64.73
C16910,     nan
C16911,-1071.14
C16912, -389.01
C16913, -404.46
C16914, -289.76
C16915,-1470.04
C16916,  125.95
C16918,  257.03
C16919,  136.91
C16920, -242.50
C16921,  236.13
C16922, -103.90
C16923, -409.27
C16924,  -53.59
C16925, -271.64
C16926,  170.46
C16927,  126.02
C16928,  192.71
C16929, -379.29
C16930,   11.52
C16931,     nan
C16932,     nan
C16933,  191.27
C16937, -157.22
C16938, -451.25
C16939, -429.04
C16940, -876.07
C16941,     nan
C16942,     nan
C16943,  143.76
C16945,  -19.09
C16946, -124.45
C16947, -190.99
C16949, -200.49
C16950, -147.15
C16951, -902.65
C16952, -361.48
C16953,  -43.20
C16954,     nan
C16955,  -59.33
C16956,  254.31
C16957, -689.59
C16958,   68.89
C16959,  109.98
C16960,  -37.00
C16962, -274.17
C16963,-1402.87
C16964, -957.49
C16965,-2056.12
C16966,  -71.92
C16967,   99.12
C16968, -209.10
C16969, -390.69
C16970,  -83.64
C16971,   38.49
C16972,  -43.20
C16973,   68.89
C16974,   10.50
C16975, -381.43
C16976,  106.35
C16977, -205.13
C16978,-1085.31
C16979,-1285.00
C16980,     nan
C16981,-1808.35
C16982, -585.56
C16983, -162.14
C16984,     nan
C16985, -689.45
C16986, -508.91
C16987, -130.35
C16988,  -44.24
C16989,-1186.07
C16990,  139.16
C16991,     nan
C16992, -909.76
C16993,  232.47
C16994, -597.51
C16995, -231.95
C16996, -273.44
C16997,     nan
C16998,-1024.67
C16999, -551.28
C17000,-1487.86
C17002, -164.03
C17003, -360.20
C17005, -259.28
C17007,     nan
C17008,-1129.25
C17009,-1074.83
C17010, -893.42
C17011,-1189.42
C17012,     nan
C17013,     nan
C17016,  657.32
C17017,     nan
C17018, -531.80
C17019,  408.76
C17020,  381.01
C17021,  177.86
C17022,     nan
C17023,     nan
C17024,-1275.94
C17025,     nan
C17027,     nan
C17029,     nan
C17030,     nan
C17031,     nan
C17032,     nan
C17033,     nan
C17034,     nan
C17035,     nan
C17036,     nan
C17038,-1343.62
C17039, -652.65
C17040,-1049.08
C17041,-1478.73
C17042,-1851.96
C17043,     nan
C17044, -490.08
C17045, -652.65
C17046, -520.61
C17047,  -91.86
C17048,-1413.49
C17049,     nan
C17050,     nan
C17051,     nan
C17052,     nan
C17053,     nan
C17054,     nan
C17055, -968.62
C17056,-1406.22
C17057,-1564.52
C17058,     nan
C17059, -684.97
C17060,     nan
C17061,     nan
C17062,  -96.62
C17063, -210.89
C17064,-1074.17
C17065,  153.00
C17066,-1578.77
C17067, -429.04
C17068,-1520.22
C17069,     nan
C17070, -429.04
C17071,-1039.33
C17072, -273.67
C17073, -128.38
C17074, -854.12
C17075,-1518.30
C17076, -280.85
C17077,     nan
C17079, -406.27
C17080, -215.62
C17083, -450.46
C17084,    5.52
C17085, -141.48
C17086, -702.91
C17087,-2668.99
C17088,  138.07
C17089,  193.07
C17090, -166.08
C17091,  246.73
C17092, -293.80
C17093,-2484.04
C17094,  334.60
C17097,  -77.63
C17098, -419.02
C17099, -446.79
C17100, -356.87
C17101, -291.40
C17102,  131.31
C17103,    1.12
C17104, -242.91
C17105,   82.16
C17106,  103.89
C17107,   85.91
C17108,  102.17
C17109,  103.89
C17110,   23.40
C17111, -157.90
C17112, -177.91
C17113,  139.71
C17120,  102.47
C17123,   31.90
C17124,  -92.19
C17125,  -85.43
C17126, -249.61
C17139,-2599.87
C17140,-1337.89
C17141,     nan
C17142,     nan
C17144, -140.27
C17145, -102.67
C17146,  -89.21
C17147,-1278.59
C17148, -258.78
C17158, -385.75
C17159,-2396.06
C17160, -609.29
C17161, -609.29
C17162, -313.17
C17163, -300.26
C17166,  417.85
C17167,  -41.58
C17168,  541.13
C17169,  341.39
C17202,     nan
C17203,  263.39
C17204,     nan
C17205,-1213.59
C17206, -348.77
C17207, -915.60
C17209, -785.59
C17210, -790.94
C17211, -421.98
C17212, -784.55
C17213, -314.51
C17214, -783.98
C17215, -777.59
C17216, -415.02
C17217, -307.55
C17218, -777.01
C17219, -770.62
C17220, -408.05
C17221, -300.59
C17222, -770.05
C17223, -763.66
C17224, -401.09
C17225, -293.62
C17226, -763.08
C17227, -756.69
C17228, -394.12
C17229, -286.66
C17230, -756.12
C17231, -749.73
C17232, -387.16
C17233, -279.69
C17234, -281.39
C17235, -208.82
C17236,  175.12
C17237, -131.73
C17238, -334.88
C17239,   28.44
C17240, -721.29
C17241,   69.43
C17242, -230.46
C17243,  132.86
C17244, -616.87
C17245,   76.39
C17246,   83.36
C17248, -609.91
C17249,   90.32
C17250,-1463.78
C17251,   97.29
C17252,-1456.81
C17253,  104.25
C17254,-1449.85
C17255,   42.87
C17256,-1511.23
C17257,-1504.26
C17258,     nan
C17259,     nan
C17260,     nan
C17261,     nan
C17262,     nan
C17263,     nan
C17264,     nan
C17265,     nan
C17266,     nan
C17267, -905.28
C17268, -110.25
C17271,     nan
C17272,     nan
C17273,-1584.15
C17274,-1538.19
C17275,-1675.28
C17276,  213.78
C17277,  207.15
C17302, -204.60
C17303, -171.49
C17309, -553.33
C17322,     nan
C17323,     nan
C17324,     nan
C17325,     nan
C17326,-2576.32
C17327,-2599.60
C17328,-2964.47
C17331, -247.03
C17332, -253.42
C17333, -275.44
C17335, -445.71
C17336, -244.90
C17337, -422.43
C17339, -258.08
C17343,-3508.14
C17345,-3337.87
C17346,-3337.87
C17350, -866.34
C17351, -968.98
C17352, -968.98
C17353,-1076.45
C17354, -543.40
C17355, -646.05
C17356, -256.57
C17357, -415.68
C17358, -593.21
C17359, -752.65
C17360, -593.43
C17361, -408.72
C17362,-1201.91
C17363,-1201.91
C17364, -863.96
C17365, -880.57
C17366, -615.42
C17367, -472.06
C17368, -517.63
C17369, -681.69
C17370, -638.38
C17371, -628.73
C17372, -797.59
C17373,-1210.83
C17374,-1210.83
C17375,-1136.44
C17376,-1133.18
C17377, -797.59
C17378,     nan
C17379,     nan
C17380,  -50.95
C17381,     nan
C17382, -509.71
C17383,     nan
C17384,   -2.48
C17385, -287.25
C17386, -287.25
C17387,     nan
C17388,-1083.48
C17389, -509.71
C17390,     nan
C17391,-1384.29
C17392,     nan
C17393,-2097.04
C17394,  -50.49
C17395,-1004.22
C17396, -717.37
C17397, -797.59
C17398, -717.37
C17399,-1501.47
C17400,     nan
C17401,     nan
C17402, -507.52
C17403, -573.82
C17404, -669.90
C17405, -483.79
C17409,-6787.54
C17410,-3638.18
C17411, -287.77
C17412, -619.12
C17413, -756.87
C17414, -740.26
C17415, -657.00
C17416, -734.57
C17417,-4646.23
C17418,  120.91
C17419, -421.78
C17420, -228.23
C17421, -258.31
C17422,  -43.69
C17423, -201.25
C17424,  -50.55
C17425,  -98.23
C17426,     nan
C17427, -208.83
C17428,-1626.55
C17429,-1677.31
C17430,-2298.19
C17431,-2177.43
C17432, -807.57
C17433,  123.42
C17434,-1262.75
C17435,-1376.55
